chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_control_sum,distal_control_sum,proximal_test_sum,distal_test_sum,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
5,-,chr5:43014413-43067418,ENSG00000177738,AC025171.1,sense_overlapping,2,43065187,intron,807,43016048,intron,3128,517,1714,290,1414,0.26217,-0.2124,0.64,0.55,0.22467,0.22048,composite,control_down
5,-,chr5:94611905-94618121,ENSG00000270133,AC025766.1,sense_intronic,2,94614202,intron,411,94614018,intron,487,219,253,192,234,-0.07405,0.07049,0.53,0.52,0.29437,0.2942,composite,control_up
5,-,chr5:34837548-34839277,ENSG00000272323,AC026801.3,antisense_RNA,2,34837852,exon,441,34837716,exon,826,210,479,231,347,-0.33673,0.26499,0.48,0.58,0.44868,0.43898,same,control_up
5,-,chr5:33424024-33440618,ENSG00000249572,AC034231.1,antisense_RNA,2,33439321,intron,1019,33433931,intron,426,653,215,366,211,0.32346,-0.44588,0.64,0.5,0.24119,0.25678,composite,control_down
5,+,chr5:146203549-146339022,ENSG00000275740,AC091959.3,protein_coding,2,146289218,intron,7747,146289461,intron,1029,3225,381,4522,648,0.08523,-0.11764,0.42,0.37,0.64471,0.64684,composite,control_down
5,-,chr5:72439902-72442386,ENSG00000261269,AC093278.2,sense_overlapping,2,72440160,exon,686,72439907,exon,4056,200,1076,486,2980,0.12663,-0.06199,0.29,0.27,0.32652,0.32176,same,control_down
5,-,chr5:134177038-134194332,ENSG00000272772,AC104109.3,protein_coding,2,134194332,intron,2255,134193973,intron,5831,841,1596,1414,4235,0.34826,-0.29843,0.37,0.27,0.01542,0.01502,skipped,enhanced
5,+,chr5:123036270-123054666,ENSG00000249996,AC106786.2,antisense_RNA,2,123041562,intron,255,123041875,intron,356,134,189,121,167,0.00654,-0.00525,0.53,0.53,0.93591,0.93304,composite,control_down
5,-,chr5:93860668-93863824,ENSG00000251023,AC114980.1,sense_intronic,2,93862058,exon,347,93861649,exon,1256,186,500,161,756,0.69104,-0.44936,0.54,0.4,0.45449,0.43412,same,control_down
5,+,chr5:159209920-159248795,ENSG00000253256,AC134043.1,antisense_RNA,2,159210151,intron,246,159247973,intron,385,102,180,144,205,-0.12322,0.10126,0.41,0.47,0.89396,0.90096,composite,control_up
5,+,chr5:177611252-177619753,ENSG00000247679,AC139795.2,antisense_RNA,2,177614178,intron,1370,177619751,exon,676,675,342,695,334,-0.0451,0.06016,0.49,0.51,0.7719,0.77245,composite,control_up
5,+,chr5:149271870-149341801,ENSG00000157510,AFAP1L1,protein_coding,2,149340963,utr3,1881,149341147,utr3,5305,480,1642,1401,3663,-0.22106,0.14657,0.26,0.31,0.03808,0.03706,same,repressed
5,-,chr5:132875378-132963633,ENSG00000072364,AFF4,protein_coding,2,132875527,utr3,8855,132875400,utr3,160868,3515,61456,5340,99412,0.02967,-0.02627,0.4,0.38,0.8203,0.82004,same,control_down
5,+,chr5:353856-438290,ENSG00000063438,AHRR,protein_coding,2,364605,intron,411,438248,utr3,1144,137,308,274,836,0.19561,-0.15353,0.33,0.27,0.29377,0.28775,composite,control_down
5,+,chr5:10564329-10657815,ENSG00000164236,ANKRD33B,protein_coding,2,10622057,intron,263,10657814,utr3,3860,114,1192,149,2668,0.4851,-0.25203,0.43,0.31,0.12328,0.11078,composite,control_down
5,-,chr5:43039080-43043169,ENSG00000177721,ANXA2R,protein_coding,2,43039371,utr3,5730,43039239,utr3,1141,3071,544,2659,597,0.11344,-0.15643,0.54,0.48,0.54996,0.5535,same,control_down
5,-,chr5:141653400-141682220,ENSG00000120318,ARAP3,protein_coding,2,141677135,intron,372,141653558,utr3,2392,98,544,274,1848,0.0534,-0.04403,0.26,0.23,0.88827,0.89779,composite,control_down
5,+,chr5:176365467-176401864,ENSG00000175414,ARL10,protein_coding,2,176380376,utr3,5275,176381907,utr3,1033,2791,542,2484,491,0.03132,-0.044,0.53,0.52,0.59478,0.59751,same,control_down
5,-,chr5:78777208-78986086,ENSG00000113273,ARSB,protein_coding,2,78779776,utr3,1836,78777222,utr3,31695,903,13224,933,18471,0.21156,-0.17751,0.49,0.42,0.21614,0.21364,same,control_down
5,-,chr5:34019447-34043831,ENSG00000082196,C1QTNF3,protein_coding,2,34040835,intron,1284,34019696,utr3,16631,751,7920,533,8711,0.32293,-0.29198,0.58,0.48,0.11667,0.11518,composite,control_down
5,+,chr5:2752130-2755396,ENSG00000186493,C5orf38,protein_coding,2,2754372,utr3,8947,2755392,utr3,1143,2065,329,6882,814,-0.1019,0.14792,0.23,0.29,0.05792,0.06048,skipped,control_up
5,-,chr5:7830377-7851489,ENSG00000215217,C5orf49,protein_coding,2,7831519,utr3,10774,7830643,utr3,1124,2491,291,8283,833,-0.14351,0.21897,0.23,0.26,0.47794,0.47712,same,control_up
5,+,chr5:41904187-41921635,ENSG00000205765,C5orf51,protein_coding,2,41921243,utr3,1689,41921634,utr3,11396,960,5891,729,5505,0.18338,-0.13865,0.57,0.52,0.25582,0.25298,same,control_down
5,-,chr5:134402086-134411897,ENSG00000237190,CDKN2AIPNL,protein_coding,2,134410549,utr3,1220,134402669,utr3,436,851,275,369,161,0.16911,-0.23257,0.7,0.63,0.61332,0.61949,skipped,control_down
5,+,chr5:69189547-69210356,ENSG00000153044,CENPH,protein_coding,2,69209823,utr3,542,69210355,utr3,4464,340,3189,202,1275,-0.28752,0.18025,0.63,0.71,0.17737,0.16907,same,control_up
5,-,chr5:65517765-65563170,ENSG00000123219,CENPK,protein_coding,2,65550468,utr3,933,65517766,utr3,3661,693,2662,240,999,0.19436,-0.15654,0.74,0.73,0.60905,0.60793,skipped,control_down
5,+,chr5:612271-667167,ENSG00000112877,CEP72,protein_coding,2,653548,utr3,3074,655968,intron,598,2002,405,1072,193,-0.13539,0.19677,0.65,0.68,0.33327,0.33955,skipped,control_up
5,-,chr5:90392260-90409785,ENSG00000153140,CETN3,protein_coding,2,90393713,utr3,8571,90393336,utr3,511,3803,193,4768,318,0.09555,-0.17346,0.44,0.38,0.36845,0.37665,same,control_down
5,+,chr5:129904471-130186633,ENSG00000198108,CHSY3,protein_coding,2,130103017,intron,773,130106569,intron,376,414,162,359,214,0.28879,-0.41058,0.54,0.43,0.42542,0.44551,composite,control_down
5,-,chr5:157785742-157859174,ENSG00000113282,CLINT1,protein_coding,2,157787151,utr3,6279,157786288,utr3,37606,3736,18521,2543,19085,0.28691,-0.28142,0.59,0.49,0.29059,0.29009,same,control_down
5,+,chr5:154857552-154876792,ENSG00000155508,CNOT8,protein_coding,2,154875778,utr3,4138,154876790,utr3,75384,2048,28301,2090,47083,0.36737,-0.3229,0.49,0.38,0.00089,0.00086,same,enhanced
5,+,chr5:173888279-173961975,ENSG00000113742,CPEB4,protein_coding,2,173959735,utr3,4612,173960308,utr3,81049,1968,30002,2644,51047,0.22634,-0.19246,0.43,0.37,0.11063,0.10975,same,control_down
5,+,chr5:138610966-138935033,ENSG00000044115,CTNNA1,protein_coding,2,138934710,utr3,130357,138935030,utr3,59425,53750,22295,76607,37130,0.10031,-0.10178,0.41,0.38,0.15508,0.15509,same,control_down
5,-,chr5:10971839-11904042,ENSG00000169862,CTNND2,protein_coding,2,10972905,utr3,503,10972531,utr3,850,247,395,256,455,0.12876,-0.10541,0.49,0.46,0.62908,0.63015,same,control_down
5,+,chr5:139647298-139683881,ENSG00000171604,CXXC5,protein_coding,2,139683324,utr3,2779,139683879,utr3,13860,1502,7454,1277,6406,0.00501,-0.00451,0.54,0.54,0.97952,0.97924,same,control_down
5,+,chr5:157266078-157395594,ENSG00000055163,CYFIP2,protein_coding,2,157364822,intron,1711,157395586,utr3,16821,1042,6087,669,10734,0.7248,-0.63833,0.61,0.36,0.00236,0.00226,composite,enhanced
5,-,chr5:150708439-150759108,ENSG00000132912,DCTN4,protein_coding,2,150729246,intron,4222,150708747,utr3,50691,1767,22196,2455,28495,-0.0492,0.04417,0.42,0.44,0.69285,0.69216,composite,control_up
5,-,chr5:62387253-62403938,ENSG00000086189,DIMT1,protein_coding,2,62388529,utr3,7687,62387953,utr3,670,3163,230,4524,440,0.14707,-0.27601,0.41,0.34,0.26271,0.27437,same,control_down
5,-,chr5:78997605-79236037,ENSG00000132837,DMGDH,protein_coding,2,79020674,utr3,329,79016286,intron,527,229,228,100,299,0.8386,-0.63933,0.7,0.43,0.00113,0.00089,skipped,enhanced
5,-,chr5:13690330-13944542,ENSG00000039139,DNAH5,protein_coding,2,13690864,utr3,2659,13690330,utr3,21462,1159,7802,1500,13660,0.14599,-0.13346,0.44,0.36,0.9775,0.97688,same,control_down
5,-,chr5:139408587-139442314,ENSG00000170464,DNAJC18,protein_coding,2,139414054,utr3,3129,139410200,intron,2636,1207,585,1922,2051,0.73543,-0.75733,0.39,0.22,0.00026,0.00026,skipped,enhanced
5,+,chr5:169637246-170083381,ENSG00000134516,DOCK2,protein_coding,2,169719913,intron,3088,170083376,utr3,21271,1929,9666,1159,11605,0.37102,-0.36174,0.62,0.45,0.17446,0.17446,composite,control_down
5,-,chr5:147390810-147510055,ENSG00000113657,DPYSL3,protein_coding,2,147393373,utr3,57886,147390812,utr3,236994,35693,111890,22193,125104,0.43641,-0.43232,0.62,0.47,0.00002,0.00002,same,enhanced
5,-,chr5:31400496-31532195,ENSG00000113360,DROSHA,protein_coding,2,31401300,utr3,30999,31401152,utr3,12563,16989,7191,14010,5372,-0.09119,0.10175,0.55,0.57,0.22358,0.22379,same,control_up
5,+,chr5:38258408-38465020,ENSG00000164318,EGFLAM,protein_coding,2,38464544,utr3,1375,38464936,utr3,2458,726,1125,649,1333,0.21701,-0.18243,0.53,0.46,0.11667,0.11519,same,control_down
5,-,chr5:60751790-60844388,ENSG00000164181,ELOVL7,protein_coding,2,60825408,intron,240,60751791,utr3,4271,121,1768,119,2503,0.37869,-0.22493,0.5,0.41,0.90023,0.89012,composite,control_down
5,+,chr5:112160525-112164275,ENSG00000224032,EPB41L4A-AS1,lincRNA,2,112162305,exon,62177,112164272,exon,4037,24771,1050,37406,2987,0.42265,-0.50101,0.4,0.26,0.00001,0.00001,same,enhanced
5,+,chr5:443157-471936,ENSG00000180104,EXOC3,protein_coding,2,467282,utr3,20334,471935,utr3,7821,10229,3717,10105,4104,0.09836,-0.10296,0.5,0.48,0.63389,0.63437,skipped,control_down
5,+,chr5:176447627-176510073,ENSG00000113194,FAF2,protein_coding,2,176507019,utr3,5120,176510072,utr3,31867,2811,15722,2309,16145,0.09124,-0.08817,0.55,0.49,0.25598,0.25559,same,control_down
5,+,chr5:176060688-176132257,ENSG00000182230,FAM153B,protein_coding,2,176126957,utr3,451,176127123,intron,301,84,88,367,213,-0.37877,0.40866,0.19,0.29,0.13268,0.13544,skipped,control_up
5,-,chr5:74777573-74866950,ENSG00000198780,FAM169A,protein_coding,2,74777740,utr3,396,74777575,utr3,889,260,581,136,308,-0.04067,0.03109,0.66,0.65,0.97075,0.97069,same,control_up
5,-,chr5:10226329-10249896,ENSG00000150756,FAM173B,protein_coding,2,10227272,utr3,497,10226332,utr3,3400,299,1702,198,1698,0.38271,-0.24068,0.6,0.5,0.05694,0.05312,same,control_down
5,+,chr5:41925253-41941742,ENSG00000151876,FBXO4,protein_coding,2,41929643,intron,1088,41930164,intron,406,548,203,540,203,0.01523,-0.02177,0.5,0.5,0.66762,0.66666,composite,control_down
5,+,chr5:72955980-73090521,ENSG00000157107,FCHO2,protein_coding,2,73037181,exon,3770,73090520,utr3,32587,1970,13705,1800,18882,0.25951,-0.25423,0.52,0.42,0.11784,0.11784,skipped,control_down
5,-,chr5:115520907-115544893,ENSG00000145780,FEM1C,protein_coding,2,115522745,utr3,6873,115520910,utr3,3392,3040,1074,3833,2318,0.37408,-0.4082,0.44,0.32,0.00406,0.00413,same,enhanced
5,-,chr5:142592177-142698069,ENSG00000113578,FGF1,protein_coding,2,142594436,utr3,521,142592179,utr3,2128,274,1017,247,1111,0.05886,-0.04873,0.53,0.48,0.87232,0.87088,same,control_down
5,-,chr5:180601505-180649623,ENSG00000037280,FLT4,protein_coding,2,180607755,intron,1942,180601522,utr3,8482,543,2142,1399,6340,0.16642,-0.13916,0.28,0.25,0.439,0.43794,composite,control_down
5,-,chr5:133196454-133612563,ENSG00000053108,FSTL4,protein_coding,2,133215209,intron,301,133198467,utr3,1421,170,1122,131,299,-0.96872,0.88502,0.56,0.79,0.4968,0.53439,composite,control_up
5,-,chr5:161288428-161549043,ENSG00000145864,GABRB2,protein_coding,2,161383386,intron,613,161288430,utr3,535,186,109,427,426,0.44033,-0.47969,0.3,0.2,0.07177,0.0724,composite,control_down
5,-,chr5:154887415-154938208,ENSG00000082516,GEMIN5,protein_coding,2,154887569,utr3,5447,154887415,utr3,725,2653,347,2794,378,0.00353,-0.00652,0.49,0.48,0.9446,0.94313,same,control_down
5,-,chr5:74721203-74767370,ENSG00000164347,GFM2,protein_coding,2,74736668,utr3,380,74721206,utr3,549,210,219,170,330,0.44412,-0.38936,0.55,0.4,0.08641,0.08406,skipped,control_down
5,-,chr5:32124703-32174349,ENSG00000113384,GOLPH3,protein_coding,2,32143647,intron,1802,32132862,intron,8698,1105,4354,697,4344,0.3495,-0.32001,0.61,0.5,0.54506,0.54346,composite,control_down
5,+,chr5:57173947-57264678,ENSG00000062194,GPBP1,protein_coding,2,57263081,utr3,134253,57263582,utr3,21905,56972,7976,77281,13929,0.17292,-0.18918,0.42,0.36,0.00126,0.00127,same,enhanced
5,+,chr5:55160117-55167070,ENSG00000164294,GPX8,protein_coding,2,55164758,utr3,2959,55164899,utr3,4333,2339,3312,620,1021,0.05561,-0.05165,0.79,0.76,0.90194,0.90151,same,control_down
5,+,chr5:153489614-153813868,ENSG00000155511,GRIA1,protein_coding,2,153813678,utr3,12909,153813867,utr3,1878,1343,210,11566,1668,0.00246,-0.0041,0.1,0.11,0.84382,0.84076,same,control_down
5,+,chr5:149345429-149354582,ENSG00000164284,GRPEL2,protein_coding,2,149351361,utr3,1793,149354581,utr3,27297,986,10388,807,16909,0.52107,-0.39192,0.55,0.38,0.00047,0.00043,same,enhanced
5,-,chr5:157085831-157137410,ENSG00000135077,HAVCR2,protein_coding,2,157133295,intron,3924,157085831,utr3,22983,1464,10811,2460,12172,-0.3224,0.29127,0.37,0.47,0.04985,0.04928,skipped,repressed
5,+,chr5:179679031-179694767,ENSG00000225051,HMGB3P22,transcribed_processed_pseudogene,2,179684056,intron,507,179687583,intron,231,403,158,104,73,0.29243,-0.36772,0.79,0.68,0.6965,0.70911,composite,control_down
5,-,chr5:43289394-43313511,ENSG00000112972,HMGCS1,protein_coding,2,43290753,utr3,18454,43289395,utr3,206726,10965,84465,7489,122261,0.58338,-0.5568,0.59,0.41,0.00002,0.00002,same,enhanced
5,-,chr5:137745650-137754375,ENSG00000177733,HNRNPA0,protein_coding,2,137752617,utr3,309427,137751573,utr3,35929,142262,15208,167165,20721,0.13,-0.13332,0.46,0.42,0.22958,0.22969,same,control_down
5,+,chr5:175658029-175710755,ENSG00000113749,HRH2,protein_coding,2,175702464,intron,330,175710754,utr3,2467,157,1175,173,1292,-0.13809,0.11766,0.48,0.48,0.66732,0.67137,composite,control_up
5,+,chr5:133051961-133106448,ENSG00000170606,HSPA4,protein_coding,2,133104470,utr3,29950,133106446,utr3,23377,15503,10394,14447,12983,0.31324,-0.31377,0.52,0.44,0.06905,0.06906,same,control_down
5,+,chr5:5420663-5490233,ENSG00000164151,ICE1,protein_coding,2,5462972,exon,3329,5490218,utr3,18605,2033,8761,1296,9844,0.40313,-0.37962,0.61,0.47,0.01237,0.01224,skipped,enhanced
5,+,chr5:35852694-35879602,ENSG00000168685,IL7R,protein_coding,2,35879117,utr3,12113,35879601,utr3,113338,3002,30829,9111,82509,-0.0995,0.09167,0.25,0.27,0.18382,0.18338,same,control_up
5,-,chr5:132481608-132490797,ENSG00000125347,IRF1,protein_coding,2,132483087,utr3,71631,132481609,utr3,11592,23163,4050,48468,7542,-0.05521,0.05895,0.32,0.35,0.41926,0.41976,same,control_up
5,-,chr5:147585438-147782847,ENSG00000176049,JAKMIP2,protein_coding,2,147772560,intron,401,147591149,utr3,823,233,359,168,464,0.47511,-0.39196,0.58,0.44,0.05121,0.0487,composite,control_down
5,+,chr5:154712901-154817606,ENSG00000155506,LARP1,protein_coding,2,154814888,utr3,13276,154817606,utr3,93677,8221,48466,5055,45211,0.2705,-0.26314,0.62,0.52,0.0085,0.00846,same,enhanced
5,-,chr5:140072856-140108629,ENSG00000245146,LINC01024,antisense_RNA,2,140102922,exon,829,140101425,intron,1433,350,527,479,906,0.10776,-0.0925,0.42,0.37,0.85128,0.84969,skipped,control_down
5,+,chr5:97089074-97437216,ENSG00000251513,LIX1-AS1,lincRNA,2,97257845,intron,625,97394788,intron,400,347,231,278,169,-0.01639,0.01883,0.56,0.58,0.55777,0.55995,composite,control_up
5,-,chr5:177331561-177351851,ENSG00000169223,LMAN2,protein_coding,2,177331954,utr3,61440,177331568,utr3,83014,36761,43288,24679,39726,0.24892,-0.24791,0.6,0.52,0.00813,0.00812,same,enhanced
5,+,chr5:157743694-157760708,ENSG00000155858,LSM11,protein_coding,2,157755315,utr3,321,157760708,utr3,3764,196,1586,125,2178,0.68242,-0.36525,0.61,0.42,0.01291,0.01087,same,enhanced
5,-,chr5:91303028-91313055,ENSG00000248323,LUCAT1,lincRNA,2,91306819,intron,3077,91306230,intron,359,1727,206,1350,153,-0.04237,0.05763,0.56,0.57,0.64327,0.64439,composite,control_up
5,+,chr5:131170809-131205425,ENSG00000186687,LYRM7,protein_coding,2,131202980,utr3,538,131205414,utr3,9535,271,3888,267,5647,0.35681,-0.18195,0.5,0.41,0.11136,0.10405,same,control_down
5,+,chr5:72107233-72209569,ENSG00000131711,MAP1B,protein_coding,2,72142724,intron,2750,72209567,utr3,22410,1711,10585,1039,11825,0.34572,-0.31212,0.62,0.47,0.02492,0.02449,composite,enhanced
5,-,chr5:180233142-180292098,ENSG00000050748,MAPK9,protein_coding,2,180235779,utr3,13937,180234856,utr3,1102,6343,473,7594,629,0.03763,-0.05101,0.46,0.43,0.92997,0.93439,same,control_down
5,+,chr5:69415111-69444329,ENSG00000152939,MARVELD2,protein_coding,2,69421001,intron,832,69444211,utr3,4398,448,1699,384,2699,0.51991,-0.37961,0.54,0.39,0.06141,0.05779,composite,control_down
5,+,chr5:66596360-67169594,ENSG00000069020,MAST4,protein_coding,2,67057932,intron,9649,67169585,utr3,106049,4050,32368,5599,73681,0.28954,-0.28257,0.42,0.31,0.2111,0.21075,composite,control_down
5,+,chr5:163503113-163519335,ENSG00000038274,MAT2B,protein_coding,2,163519148,utr3,50896,163519333,utr3,6071,22930,2569,27966,3502,0.04963,-0.06191,0.45,0.42,0.7084,0.70906,same,control_down
5,-,chr5:113022098-113488829,ENSG00000171444,MCC,protein_coding,2,113024856,utr3,2362,113022106,utr3,12661,1016,3954,1346,8707,0.41952,-0.32422,0.43,0.31,0.00081,0.00076,same,enhanced
5,-,chr5:53095678-53110062,ENSG00000164172,MOCS2,protein_coding,2,53098067,utr3,24313,53095683,utr3,1602,9149,579,15164,1023,0.0835,-0.12003,0.38,0.36,0.14829,0.14996,same,control_down
5,-,chr5:179835132-179862172,ENSG00000161010,MRNIP,protein_coding,2,179862072,exon,22846,179837276,utr3,30243,10275,12047,12571,18196,0.12611,-0.1254,0.45,0.4,0.46351,0.46348,skipped,control_down
5,+,chr5:69217759-69230128,ENSG00000134056,MRPS36,protein_coding,2,69229289,utr3,2356,69229458,utr3,21381,982,8630,1374,12751,-0.00173,0.00152,0.42,0.4,0.64633,0.64513,same,control_up
5,-,chr5:32226993-32313008,ENSG00000150712,MTMR12,protein_coding,2,32229642,utr3,6160,32227008,utr3,44311,3026,19259,3134,25052,0.19125,-0.18251,0.49,0.43,0.32946,0.32876,same,control_down
5,+,chr5:7851185-7906024,ENSG00000124275,MTRR,protein_coding,2,7900615,utr3,1748,7901119,utr3,32643,754,11686,994,20957,0.19189,-0.18893,0.43,0.36,0.37568,0.39252,same,control_down
5,-,chr5:79976730-79991261,ENSG00000177034,MTX3,protein_coding,2,79979962,utr3,537,79976730,utr3,8202,311,3704,226,4498,0.5028,-0.25667,0.58,0.45,0.01937,0.01675,same,enhanced
5,+,chr5:178113442-178126086,ENSG00000145911,N4BP3,protein_coding,2,178122399,utr3,440,178126078,utr3,916,195,355,245,561,0.25231,-0.21398,0.44,0.39,0.29625,0.29181,same,control_down
5,+,chr5:142108504-142154442,ENSG00000131507,NDFIP1,protein_coding,2,142151866,utr3,12578,142152773,utr3,111939,6044,44876,6534,67063,0.26373,-0.24933,0.48,0.4,0.02594,0.0258,same,enhanced
5,+,chr5:171387115-171411136,ENSG00000181163,NPM1,protein_coding,2,171406724,utr3,33348,171410882,utr3,430027,20657,211401,12691,218626,0.34235,-0.33266,0.62,0.49,0.00005,0.00005,skipped,enhanced
5,+,chr5:32689069-32791723,ENSG00000113389,NPR3,protein_coding,2,32786738,utr3,1659,32791716,utr3,28917,845,8372,814,20545,0.75021,-0.56245,0.51,0.29,0.00005,0.00004,same,enhanced
5,-,chr5:139846778-140043298,ENSG00000158458,NRG2,protein_coding,2,140012795,intron,359,139993000,intron,577,199,252,160,325,0.28387,-0.26256,0.55,0.44,0.25879,0.25879,composite,control_down
5,+,chr5:74766990-74780112,ENSG00000164346,NSA2,protein_coding,2,74770700,exon,16263,74776807,utr3,55831,8697,24664,7566,31167,0.27868,-0.27505,0.53,0.44,0.0753,0.0752,skipped,control_down
5,-,chr5:6599238-6633290,ENSG00000037474,NSUN2,protein_coding,2,6623692,intron,541,6599374,utr3,3061,295,1911,246,1150,-0.35844,0.29054,0.55,0.62,0.84068,0.83681,composite,control_up
5,-,chr5:163446525-163460139,ENSG00000170584,NUDCD2,protein_coding,2,163453577,utr3,27094,163450838,utr3,2049,13573,941,13521,1108,0.10294,-0.13534,0.5,0.46,0.36943,0.37171,same,control_down
5,-,chr5:103548854-103562792,ENSG00000112874,NUDT12,protein_coding,2,103550856,utr3,722,103548855,utr3,5457,454,1837,268,3620,0.9729,-0.62328,0.63,0.34,0,0,same,enhanced
5,-,chr5:41730064-41870518,ENSG00000083720,OXCT1,protein_coding,2,41731532,utr3,5629,41730065,utr3,20018,4287,9315,1342,10703,0.9504,-0.86741,0.76,0.47,0,0,same,enhanced
5,-,chr5:132191837-132295314,ENSG00000072682,P4HA2,protein_coding,2,132192612,utr3,69724,132191849,utr3,4962,34257,2142,35467,2820,0.16767,-0.20197,0.49,0.43,0.09809,0.09898,same,control_down
5,-,chr5:43526266-43557757,ENSG00000172239,PAIP1,protein_coding,2,43527092,utr3,27528,43526269,utr3,8418,13300,5061,14228,3357,-0.41053,0.42071,0.48,0.6,0.05649,0.0567,same,control_up
5,+,chr5:139341586-139369719,ENSG00000120727,PAIP2,protein_coding,2,139368957,utr3,26112,139369715,utr3,82831,12856,36015,13256,46816,0.09487,-0.09422,0.49,0.43,0.23349,0.23341,same,control_down
5,+,chr5:102753980-103031104,ENSG00000145730,PAM,protein_coding,2,102783224,intron,40467,103029711,utr3,197100,16429,80364,24038,116736,0.00728,-0.00718,0.41,0.41,0.86581,0.8658,composite,control_down
5,-,chr5:168548494-168579599,ENSG00000120137,PANK3,protein_coding,2,168550504,utr3,1864,168548495,utr3,31855,889,12996,975,18859,0.23824,-0.18513,0.48,0.41,0.10687,0.10433,same,control_down
5,+,chr5:134904905-134967904,ENSG00000132570,PCBD2,protein_coding,2,134960713,utr3,1181,134962643,intron,5321,755,2222,426,3099,0.70048,-0.52411,0.64,0.42,0.00001,0,skipped,enhanced
5,-,chr5:141943584-141969740,ENSG00000113555,PCDH12,protein_coding,2,141944969,utr3,12851,141943600,utr3,1608,3383,389,9468,1219,0.0705,-0.11117,0.26,0.24,0.50616,0.50759,same,control_down
5,+,chr5:140966234-141012343,ENSG00000243232,PCDHAC2,protein_coding,2,141011578,utr3,10823,141012339,utr3,12840,4544,4050,6279,8790,0.38415,-0.37873,0.42,0.32,0.03935,0.03926,same,enhanced
5,+,chr5:141208696-141212570,ENSG00000120328,PCDHB12,protein_coding,2,141211536,utr3,511,141212123,utr3,367,225,125,286,242,0.22546,-0.2766,0.44,0.34,0.56938,0.59598,same,control_down
5,+,chr5:141213918-141218978,ENSG00000187372,PCDHB13,protein_coding,2,141217018,utr3,613,141217420,utr3,352,356,165,257,187,0.23684,-0.30646,0.58,0.47,0.46718,0.47844,same,control_down
5,+,chr5:141222931-141227758,ENSG00000120327,PCDHB14,protein_coding,2,141225921,utr3,784,141226285,utr3,7314,453,3676,331,3638,0.23215,-0.1465,0.58,0.5,0.61627,0.61258,same,control_down
5,+,chr5:141245348-141249364,ENSG00000113248,PCDHB15,protein_coding,2,141248173,utr3,1375,141249363,utr3,636,632,210,743,426,0.36587,-0.43964,0.46,0.33,0.12448,0.12758,same,control_down
5,+,chr5:141121798-141125622,ENSG00000081818,PCDHB4,protein_coding,2,141125157,utr3,355,141125618,utr3,1799,133,601,222,1198,0.20373,-0.12836,0.37,0.33,0.24755,0.24071,same,control_down
5,+,chr5:141412986-141417643,ENSG00000253846,PCDHGA10,protein_coding,2,141414129,exon,253,141417446,utr3,318,117,164,136,154,-0.214,0.20812,0.46,0.52,0.53046,0.53046,same,control_up
5,+,chr5:141373913-141382737,ENSG00000253731,PCDHGA6,protein_coding,2,141379144,utr3,1542,141379643,intron,426,745,150,797,276,0.26672,-0.46792,0.48,0.35,0.01653,0.01885,skipped,enhanced
5,+,chr5:141390156-141397985,ENSG00000253767,PCDHGA8,protein_coding,2,141390693,utr5,595,141392420,utr5,574,307,234,288,340,0.27694,-0.28387,0.52,0.41,0.40462,0.40558,same,control_down
5,+,chr5:141408020-141412985,ENSG00000253305,PCDHGB6,protein_coding,2,141408481,exon,507,141411907,utr3,723,240,354,267,369,0.02306,-0.02284,0.47,0.49,0.56423,0.56423,same,control_down
5,+,chr5:132257670-132273453,ENSG00000131435,PDLIM4,protein_coding,2,132272329,utr3,5303,132273451,utr3,1449,3419,836,1884,613,0.13496,-0.15689,0.64,0.58,0.69902,0.7014,same,control_down
5,-,chr5:177483393-177497605,ENSG00000196923,PDLIM7,protein_coding,2,177490245,utr3,1321,177483397,utr3,2958,756,1587,565,1371,0.10785,-0.08904,0.57,0.54,0.381,0.37923,skipped,control_down
5,+,chr5:52787939-52804045,ENSG00000152684,PELO,protein_coding,2,52802046,utr3,14391,52804042,utr3,926,5910,431,8481,495,-0.08009,0.12089,0.41,0.47,0.75204,0.75673,same,control_up
5,-,chr5:41306953-41510627,ENSG00000182836,PLCXD3,protein_coding,2,41446558,intron,365,41423794,intron,344,95,142,270,202,-0.57146,0.58688,0.26,0.41,0.1681,0.17345,composite,control_up
5,+,chr5:75511755-75601143,ENSG00000122008,POLK,protein_coding,2,75598037,utr3,737,75599809,utr3,11697,307,4434,430,7263,0.13609,-0.08726,0.42,0.38,0.58744,0.57814,same,control_down
5,-,chr5:466123-473097,ENSG00000188242,PP7080,antisense_RNA,2,470510,exon,5891,469745,intron,428,3562,228,2329,200,0.1352,-0.23398,0.6,0.53,0.63097,0.62261,skipped,control_down
5,+,chr5:149730297-149855021,ENSG00000155846,PPARGC1B,protein_coding,2,149848025,utr3,843,149855020,utr3,3689,223,1210,620,2479,-0.20482,0.13886,0.26,0.33,0.48298,0.47884,same,control_up
5,-,chr5:123023249-123036740,ENSG00000168938,PPIC,protein_coding,2,123023603,utr3,14427,123023384,utr3,53344,8479,30292,5948,23052,0.05406,-0.05214,0.59,0.57,0.52777,0.52759,same,control_down
